#    Comput. Expt.   N  Reaction
   0  -2.035  -1.616  7 "3 CoO + 0.5 O2 -> Co3O4"
   1  -2.549  -1.943  5 "0.6667 Cr3O4 + 0.1667 O2 -> Cr2O3"
   2  -0.995  -0.553  2 "0.5 Cu2O + 0.25 O2 -> CuO"
   3  -1.494  -0.657  5 "0.6667 Fe3O4 + 0.1667 O2 -> Fe2O3"
   4  -4.025  -2.510  5 "2 FeO + 0.5 O2 -> Fe2O3"
   5  -3.797  -2.779  7 "3 FeO + 0.5 O2 -> Fe3O4"
   6  -0.472  -0.237  5 "0.6667 Mn3O4 + 0.1667 O2 -> Mn2O3"
   7  -1.840  -1.500  5 "2 MnO + 0.5 O2 -> Mn2O3"
   8  -2.053  -1.894  7 "3 MnO + 0.5 O2 -> Mn3O4"
   9  -0.271  -0.273  3 "0.5 Mn2O3 + 0.25 O2 -> MnO2"
  10  -0.507  -0.392  3 "0.3333 Mn3O4 + 0.3333 O2 -> MnO2"
  11  -1.191  -1.023  3 "MnO + 0.5 O2 -> MnO2"
  12  -2.148  -1.810  3 "0.5 Ti2O3 + 0.25 O2 -> TiO2"
  13  -3.885  -3.422  5 "2 VO + 0.5 O2 -> V2O3"
  14  -2.277  -2.271  7 "V2O3 + O2 -> V2O5"
  15  -6.161  -5.693  7 "2 VO + 1.5 O2 -> V2O5"
  16  -0.485  -0.352  7 "2 VO2 + 0.5 O2 -> V2O5"
  17  -0.896  -0.959  3 "0.5 V2O3 + 0.25 O2 -> VO2"
  18  -2.838  -2.670  3 "VO + 0.5 O2 -> VO2"
