#    Comput. Expt.   N  Reaction
   0  -0.703  -0.718  7 "Cr2O3 + 0.5 Cu2O + 0.25 O2 -> Cr2CuO4"
   1  -2.907  -1.952  7 "0.6667 Cr3O4 + 0.5 Cu2O + 0.4167 O2 -> Cr2CuO4"
   2  -1.912  -1.196  7 "0.6667 Cr3O4 + CuO + 0.1667 O2 -> Cr2CuO4"
   3  -2.138  -1.522  7 "0.3491 Cr2O3 + 0.434 Cr3O4 + 0.5 Cu2O + 0.3585 O2 -> Cr2CuO4"
   4  -1.206  -0.800  7 "0.3208 Cr2O3 + 0.4528 Cr3O4 + CuO + 0.1132 O2 -> Cr2CuO4"
   5  -0.738  -0.593  7 "0.7857 Cr2O3 + 0.4286 CrO2 + 0.5 Cu2O + 0.1429 O2 -> Cr2CuO4"
   6  -0.467  -0.538  7 "Cr2O3 + 0.381 Cu2O + 0.2381 CuO + 0.1905 O2 -> Cr2CuO4"
   7  -2.605  -1.684  7 "0.5682 Cr3O4 + 0.2955 CrO2 + 0.5 Cu2O + 0.3182 O2 -> Cr2CuO4"
   8  -1.680  -0.989  7 "0.5909 Cr3O4 + 0.2273 CrO2 + CuO + 0.09091 O2 -> Cr2CuO4"
   9  -2.639  -1.748  7 "0.6667 Cr3O4 + 0.3651 Cu2O + 0.2698 CuO + 0.3492 O2 -> Cr2CuO4"
  10  -2.001  -1.369  7 "0.3065 Cr2O3 + 0.3871 Cr3O4 + 0.2258 CrO2 + 0.5 Cu2O + 0.2903 O2 -> Cr2CuO4"
  11  -1.108  -0.691  7 "0.2903 Cr2O3 + 0.4194 Cr3O4 + 0.1613 CrO2 + CuO + 0.06452 O2 -> Cr2CuO4"
  12  -1.896  -1.335  7 "0.3417 Cr2O3 + 0.4388 Cr3O4 + 0.3705 Cu2O + 0.259 CuO + 0.295 O2 -> Cr2CuO4"
  13  -0.520  -0.431  7 "0.7909 Cr2O3 + 0.4182 CrO2 + 0.3909 Cu2O + 0.2182 CuO + 0.09091 O2 -> Cr2CuO4"
  14  -2.372  -1.509  7 "0.5739 Cr3O4 + 0.2783 CrO2 + 0.3739 Cu2O + 0.2522 CuO + 0.2609 O2 -> Cr2CuO4"
  15  -1.780  -1.201  7 "0.3025 Cr2O3 + 0.3951 Cr3O4 + 0.2099 CrO2 + 0.3765 Cu2O + 0.2469 CuO + 0.2346 O2 -> Cr2CuO4"
